municipio_id,municipio,estado_id,estado,população,domicilios,domicilios_particulares_permanentes,agua_rede_geral_%,agua_poco_nascente_%,agua_cisterna_%,agua_outras_%,esgoto_total_%,esgoto_rede_geral_%,esgoto_fossa_septica_%,esgoto_fossa_rudimentar_%,esgoto_vala_%,esgoto_rio_lago_mar_%,esgoto_outro_%,agua_rede_geral,agua_poco_nascente,agua_cisterna,agua_outras,esgoto_total,esgoto_rede_geral,esgoto_fossa,esgoto_fossa,esgoto_vala,esgoto_rio_lago_mar,esgoto_outro,amebiase_pcmh,colera_pcmh,dengue_pcmh,esquistossomose_pcmh,filariose_pcmh,leptospirose_pcmh,tifoide_pcmh,diarréia_pcmh,amebiase,colera,dengue,esquistossomose,filariose,leptospirose,tifoide,diarreia,hepatite_a_pcmh,hepatite_a
110011,Jaru,11,Rondônia,51769,16076,15910,0.2458,0.7251,0,0.0291,0.9905,0.0087,0.0249,0.9022,0.0128,0.0151,0.0268,3910,11537,0,463,15759,139,396,14354,204,240,426,0,0,29,0,0,0,0,1.9,0,0,15.01301,0,0,0,0,0.983611,0,0
110012,Ji-Paraná,11,Rondônia,115834,36216,35567,0.464,0.5142,0.0001,0.0217,0.9943,0.0355,0.1688,0.7472,0.0136,0.022,0.0072,16502,18287,3,773,35364,1262,6003,26575,485,782,257,0.8,0,114.3,0,0,0,0,2.6,0.926672,0,132.398262,0,0,0,0,3.011684,8,9.26672
110013,Machadinho D'Oeste,11,Rondônia,31009,9231,9154,0.3163,0.6094,0,0.0503,0.9302,0.0013,0.0199,0.885,0.012,0.0002,0.0118,2895,5578,0,460,8515,12,182,8101,110,2,108,0,0,6.2,0,0,0,0,3.1,0,0,1.922558,0,0,0,0,0.961279,0,0
110014,Nova Brasilândia D'Oeste,11,Rondônia,19655,6029,5916,0.283,0.6577,0,0.0593,0.9708,0.0012,0.0372,0.9045,0.0081,0.0003,0.0194,1674,3891,0,351,5743,7,220,5351,48,2,115,0,0,135.7,0,0,0,0,0,0,0,26.671835,0,0,0,0,0,0,0
110015,Ouro Preto do Oeste,11,Rondônia,37723,11824,11652,0.4641,0.5139,0,0.022,0.9933,0.0106,0.0911,0.8364,0.0103,0.0319,0.013,5408,5988,0,256,11574,123,1062,9746,120,372,151,0,0,88,0,0,0,0,0,0,0,33.19624,0,0,0,0,0,0,0
110018,Pimenta Bueno,11,Rondônia,33586,10201,10037,0.7053,0.2668,0,0.0279,0.9949,0.0801,0.3033,0.5692,0.034,0.0028,0.0056,7079,2678,0,280,9986,804,3044,5713,341,28,56,0,0,26.4,0,0,0,0,0,0,0,8.866704,0,0,0,0,0,29,9.73994
110020,Porto Velho,11,Rondônia,420519,124407,116863,0.3761,0.5526,0.0001,0.0705,0.9887,0.1008,0.3333,0.5068,0.0221,0.0094,0.0164,43953,64576,6,8243,115538,11777,38946,59225,2584,1094,1912,0,0.2,11.1,0,0.2,0.5,0,0.5,0,0.841038,46.677609,0,0.841038,2.102595,0,2.102595,18,75.69342
110025,Presidente Médici,11,Rondônia,22214,6900,6842,0.3441,0.5937,0,0.0526,0.9788,0.0076,0.0086,0.9366,0.0095,0.0006,0.0159,2354,4062,0,360,6697,52,59,6408,65,4,109,0,4.6,165.8,0,0,0,0,0,0,1.021844,36.830812,0,0,0,0,0,0,0
110026,Rio Crespo,11,Rondônia,3287,1014,997,0.0812,0.8987,0,0.0201,0.9709,0,0.2257,0.7352,0.003,0.004,0.003,81,896,0,20,968,0,225,733,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110028,Rolim de Moura,11,Rondônia,50277,16070,15790,0.4979,0.4761,0,0.026,0.9934,0.0066,0.1432,0.7923,0.007,0.0197,0.0246,7862,7518,0,410,15685,104,2261,12510,110,311,389,0,0,121.2,0,0,0,0,0,0,0,60.935724,0,0,0,0,0,39,19.60803
110029,Santa Luzia D'Oeste,11,Rondônia,8842,2773,2746,0.1905,0.7403,0,0.0692,0.9778,0.0106,0.0091,0.9268,0.0098,0.0015,0.02,523,2033,0,190,2685,29,25,2545,27,4,55,0,11.8,165.2,0,0,0,0,0,0,1.043356,14.606984,0,0,0,0,0,0,0
110030,Vilhena,11,Rondônia,75551,23985,23506,0.9444,0.0371,0,0.0184,0.9967,0.012,0.1231,0.8545,0.0039,0.0001,0.0031,22200,873,1,432,23429,282,2894,20086,92,2,73,0,0,86.7,0,0,0,0,0,0,0,65.502717,0,0,0,0,0,0,0
110032,São Miguel do Guaporé,11,Rondônia,21719,6466,6391,0.0735,0.9008,0,0.0257,0.9786,0.0025,0.0973,0.8125,0.0063,0.0002,0.0598,470,5757,0,164,6254,16,622,5193,40,1,382,0,0,602,4.6,0,0,0,0,0,0,130.74838,0.999074,0,0,0,0,0,0
110033,Nova Mamoré,11,Rondônia,22318,6446,6377,0.0666,0.8714,0,0.0507,0.9454,0.0006,0.0782,0.7747,0.0345,0.0006,0.0568,425,5557,0,323,6029,4,499,4940,220,4,362,0,0,12.6,0,0,0,0,0,0,0,2.812068,0,0,0,0,0,0,0
110034,Alvorada D'Oeste,11,Rondônia,16695,5101,5011,0.4406,0.5025,0.0002,0.0531,0.9826,0.2963,0.0621,0.5883,0.0178,0.0004,0.0178,2208,2518,1,266,4924,1485,311,2948,89,2,89,0,0,61,0,0,0,0,0,0,0,10.18395,0,0,0,0,0,0,0
110037,Alto Alegre dos Parecis,11,Rondônia,12767,3719,3696,0.0695,0.8663,0,0.0641,0.9491,0.0016,0.0038,0.8544,0.0365,0.0022,0.0506,257,3202,0,237,3508,6,14,3158,135,8,187,0,0,272.7,0,0,0,0,0,0,0,34.815609,0,0,0,0,0,78,9.95826
110040,Alto Paraíso,11,Rondônia,17106,5086,5071,0.0605,0.8923,0,0.0471,0.9639,0.0018,0.1065,0.8328,0.0016,0.0002,0.0211,307,4525,0,239,4888,9,540,4223,8,1,107,0,0,276.2,0,0,0,0,0,0,0,47.246772,0,0,0,0,0,0,0
110045,Buritis,11,Rondônia,32218,9570,9476,0.0034,0.8978,0,0.0988,0.9715,0.0006,0.0176,0.9126,0.0128,0.0064,0.0214,32,8508,0,936,9206,6,167,8648,121,61,203,0,0,12,0,0,0,0,0,0,0,3.86616,0,0,0,0,0,3,0.96654
110050,Novo Horizonte do Oeste,11,Rondônia,10203,2996,2983,0.1364,0.7901,0,0.0734,0.9883,0.0355,0.059,0.8525,0.0245,0.001,0.0158,407,2357,0,219,2948,106,176,2543,73,3,47,0,0,120.8,0,0,0,0,0,0,0,12.325224,0,0,0,0,0,0,0
110060,Cacaulândia,11,Rondônia,5726,1697,1692,0.0946,0.8422,0.0006,0.0626,0.9657,0.0012,0.2169,0.7388,0.0041,0.0024,0.0024,160,1425,1,106,1634,2,367,1250,7,4,4,0,0,17.3,0,0,0,0,0,0,0,0.990598,0,0,0,0,0,0,0
110070,Campo Novo de Rondônia,11,Rondônia,12616,3660,3637,0.2197,0.6978,0,0.0825,0.9425,0.0016,0.1971,0.6805,0.0151,0.0008,0.0473,799,2538,0,300,3428,6,717,2475,55,3,172,7.8,0,46.7,0,0,0,0,0,0.984048,0,5.891672,0,0,0,0,0,0,0
110080,Candeias do Jamari,11,Rondônia,19702,5720,5685,0.5513,0.4076,0,0.0406,0.9669,0.0378,0.0524,0.8014,0.0245,0.0004,0.0505,3134,2317,0,231,5497,215,298,4556,139,2,287,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0.965398,0,0
110090,Castanheiras,11,Rondônia,3548,1119,1108,0.2563,0.6958,0,0.0478,0.9747,0,0.0144,0.9188,0.0036,0,0.0379,284,771,0,53,1080,0,16,1018,4,0,42,0,0,28.7,0,0,0,0,0,0,0,1.018276,0,0,0,0,0,0,0
110092,Chupinguaia,11,Rondônia,8035,2478,2345,0.626,0.2256,0,0.1484,0.9893,0.0064,0.0205,0.884,0.0563,0.0043,0.0179,1468,529,0,348,2320,15,48,2073,132,10,42,0,0,57.3,0,0,0,0,0,0,0,4.604055,0,0,0,0,0,0,0
110094,Cujubim,11,Rondônia,15760,4626,4591,0.1043,0.8375,0,0.0569,0.9416,0.0009,0.0728,0.8597,0.0063,0,0.002,479,3845,0,261,4323,4,334,3947,29,0,9,5.8,0,86.9,0,0,0,0,0,0.91408,0,13.69544,0,0,0,0,0,0,0
110100,Governador Jorge Teixeira,11,Rondônia,10485,3016,3007,0.005,0.9421,0,0.0482,0.9451,0.003,0.3066,0.576,0.0229,0.0013,0.0353,15,2833,0,145,2842,9,922,1732,69,4,106,0,0,19.9,0,0,10,0,0,0,0,2.086515,0,0,1.0485,0,0,0,0
110110,Itapuã do Oeste,11,Rondônia,8481,2576,2533,0.2791,0.6384,0,0.0553,0.936,0.0004,0.0146,0.8709,0.0099,0,0.0403,707,1617,0,140,2371,1,37,2206,25,0,102,0,0,101.9,0,0,0,0,0,0,0,8.642139,0,0,0,0,0,0,0
110120,Ministro Andreazza,11,Rondônia,10342,2928,2925,0.1887,0.7326,0,0.0786,0.9843,0.0195,0.026,0.8947,0.0318,0.0007,0.0116,552,2143,0,230,2879,57,76,2617,93,2,34,0,0,88.2,0,0,0,0,0,0,0,9.121644,0,0,0,0,0,0,0
110130,Mirante da Serra,11,Rondônia,11878,3515,3515,0.1451,0.8213,0,0.0336,0.977,0,0.0134,0.9115,0.0139,0.0006,0.0376,510,2887,0,118,3434,0,47,3204,49,2,132,0,0,325.2,0,0,0,0,0,0,0,38.627256,0,0,0,0,0,0,0
110140,Monte Negro,11,Rondônia,14017,4104,4067,0.285,0.6983,0,0.0167,0.9405,0.0012,0.0118,0.9103,0.0157,0.0002,0.0012,1159,2840,0,68,3825,5,48,3702,64,1,5,7,0,69.9,0,0,0,0,0,0.98119,0,9.797883,0,0,0,0,0,0,0
110143,Nova União,11,Rondônia,7487,2104,2100,0.0929,0.8157,0,0.0914,0.9676,0,0.011,0.899,0.0319,0.001,0.0248,195,1713,0,192,2032,0,23,1888,67,2,52,0,0,298,0,0,0,0,0,0,0,22.31126,0,0,0,0,0,0,0
110145,Parecis,11,Rondônia,4758,1407,1389,0.2685,0.604,0,0.1274,0.933,0,0.0065,0.833,0.0252,0,0.0684,373,839,0,177,1296,0,9,1157,35,0,95,0,0,300.6,0,0,0,0,0,0,0,14.302548,0,0,0,0,0,0,0
110146,Pimenteiras do Oeste,11,Rondônia,2280,723,700,0.4686,0.4986,0,0.0186,0.9686,0,0.1871,0.7129,0.0429,0,0.0257,328,349,0,13,678,0,131,499,30,0,18,0,0,87.6,0,0,0,0,0,0,0,1.99728,0,0,0,0,0,0,0
110147,Primavera de Rondônia,11,Rondônia,3500,1087,1079,0.5097,0.4532,0,0.0371,0.9824,0.0009,0.0185,0.8851,0.0139,0.0019,0.0621,550,489,0,40,1060,1,20,955,15,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110148,São Felipe D'Oeste,11,Rondônia,5997,1819,1810,0.2144,0.7066,0,0.079,0.989,0.0044,0.1558,0.7829,0.0033,0.0017,0.0409,388,1279,0,143,1790,8,282,1417,6,3,74,0,0,68.2,0,0,0,0,0,0,0,4.089954,0,0,0,0,0,0,0
110149,São Francisco do Guaporé,11,Rondônia,15993,4757,4728,0.0002,0.9624,0,0.036,0.981,0,0.0385,0.8797,0.007,0,0.0558,1,4550,0,170,4638,0,182,4159,33,0,264,0,0,48.1,0,0,0,0,0,0,0,7.692633,0,0,0,0,0,0,0
110150,Seringueiras,11,Rondônia,11475,3407,3357,0.0953,0.8737,0,0.0247,0.9753,0.0015,0.1948,0.6839,0.0176,0.0006,0.0769,320,2933,0,83,3274,5,654,2296,59,2,258,0,0,318.4,0,0,0,0,0,0,0,36.5364,0,0,0,0,0,0,0
110155,Teixeirópolis,11,Rondônia,4860,1486,1475,0.0983,0.8522,0,0.0495,0.9763,0.0014,0.019,0.9268,0.0176,0.002,0.0095,145,1257,0,73,1440,2,28,1367,26,3,14,0,0,83.7,0,0,0,0,0,0,0,4.06782,0,0,0,0,0,0,0
110160,Theobroma,11,Rondônia,10318,3159,3068,0.103,0.8585,0,0.0385,0.9752,0.0046,0.1056,0.8224,0.0049,0,0.0378,316,2634,0,118,2992,14,324,2523,15,0,116,0,0,37.8,0,0,0,0,0,0,0,3.900204,0,0,0,0,0,0,0
110170,Urupá,11,Rondônia,12919,3940,3920,0.1559,0.7765,0.0003,0.0673,0.9668,0.0008,0.1145,0.8161,0.0069,0.0018,0.0268,611,3044,1,264,3790,3,449,3199,27,7,105,0,0,78.8,0,0,0,0,0,0,0,10.180172,0,0,0,0,0,0,0
110175,Vale do Anari,11,Rondônia,9371,2810,2806,0.1429,0.7908,0,0.057,0.9572,0,0.0068,0.9134,0.0036,0.0004,0.0331,401,2219,0,160,2686,0,19,2563,10,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110180,Vale do Paraíso,11,Rondônia,8186,2441,2432,0.0514,0.9157,0,0.0329,0.9786,0,0.0029,0.9001,0.0193,0.0012,0.0551,125,2227,0,80,2380,0,7,2189,47,3,134,0,0,12.6,0,0,0,0,0,0,0,1.031436,0,0,0,0,0,0,0
120001,Acrelândia,12,Acre,12494,3473,3459,0.29,0.6487,0.0003,0.061,0.924,0.0043,0.1127,0.5756,0.087,0.0006,0.1437,1003,2244,1,211,3196,15,390,1991,301,2,497,0,0,7.7,0,0,7.7,0,7.8,0,0,0.962038,0,0,0.962038,0,0.974532,77,9.62038
120005,Assis Brasil,12,Acre,6023,1565,1539,0.4971,0.306,0,0.1813,0.8103,0.0188,0.2261,0.3769,0.117,0.0084,0.063,765,471,0,279,1247,29,348,580,180,13,97,15.9,0,63.4,0,0,0,0,16.1,0.957657,0,3.818582,0,0,0,0,0.969703,159,9.57657
120010,Brasiléia,12,Acre,21288,5973,5930,0.5577,0.3572,0,0.083,0.8818,0.1715,0.1248,0.2673,0.1789,0.0553,0.084,3307,2118,0,492,5229,1017,740,1585,1061,328,498,31.4,0,188.7,0,0,0,0,0,6.684432,0,40.170456,0,0,0,0,0,9,1.91592
120013,Bujari,12,Acre,8435,2344,2330,0.4013,0.4099,0,0.1777,0.8112,0.0077,0.1858,0.409,0.0592,0.0026,0.1468,935,955,0,414,1890,18,433,953,138,6,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120017,Capixaba,12,Acre,8768,2361,2353,0.3906,0.4713,0,0.1343,0.8581,0.0098,0.3264,0.1666,0.0718,0.0017,0.2818,919,1109,0,316,2019,23,768,392,169,4,663,0,0,53.4,0,0,0,0,0,0,0,4.682112,0,0,0,0,0,213,18.67584
120020,Cruzeiro do Sul,12,Acre,78089,18930,18581,0.5136,0.2778,0.0008,0.2078,0.8987,0.0449,0.0941,0.431,0.1832,0.0152,0.1303,9543,5162,14,3862,16698,834,1748,8008,3404,283,2421,0,0,1.3,0,0,0,7.5,0,0,0,1.015157,0,0,0,5.856675,0,3395,2651.12155
120025,Epitaciolândia,12,Acre,15026,4424,4391,0.6042,0.2924,0,0.1034,0.9312,0.0373,0.1747,0.3908,0.0938,0.0112,0.2234,2653,1284,0,454,4089,164,767,1716,412,49,981,25.5,0,146.7,0,0,0,0,0,3.83163,0,22.043142,0,0,0,0,0,0,0
120030,Feijó,12,Acre,32301,7076,7037,0.135,0.5603,0,0.3047,0.7137,0.0281,0.0749,0.2392,0.1562,0.0364,0.1789,950,3943,0,2144,5022,198,527,1683,1099,256,1259,3.1,0,0,0,0,3.1,0,9.2,1.001331,0,0,0,0,1.001331,0,2.971692,154,49.74354
120032,Jordão,12,Acre,6567,1311,1303,0.3607,0.1021,0.0008,0.5365,0.8058,0.0046,0.0483,0.2241,0.3101,0.0061,0.2126,470,133,1,699,1050,6,63,292,404,8,277,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0.971916,0,0
120033,Mâncio Lima,12,Acre,15134,3603,3586,0.5396,0.263,0,0.1974,0.9241,0.0022,0.0653,0.5887,0.1765,0.0078,0.0837,1935,943,0,708,3314,8,234,2111,633,28,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,314.33318
120034,Manoel Urbano,12,Acre,7942,1868,1858,0.5807,0.2234,0.0005,0.1954,0.7196,0.0409,0.0883,0.3235,0.1814,0.0075,0.078,1079,415,1,363,1337,76,164,601,337,14,145,0,0,24.3,0,0,0,0,0,0,0,1.929906,0,0,0,0,0,0,0
120035,Marechal Thaumaturgo,12,Acre,14172,2768,2750,0.2393,0.2684,0.0022,0.4895,0.5945,0.0087,0.0749,0.1273,0.1495,0.0025,0.2316,658,738,6,1346,1635,24,206,350,411,7,637,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0.935352,0,264,37.41408
120038,Plácido de Castro,12,Acre,17142,4783,4742,0.345,0.5696,0.0002,0.0852,0.9203,0.0396,0.1067,0.555,0.0245,0.004,0.1904,1636,2701,1,404,4364,188,506,2632,116,19,903,0,0,91,0,0,0,0,0,0,0,15.59922,0,0,0,0,0,569,97.53798
120039,Porto Walter,12,Acre,9090,1728,1702,0.3848,0.0588,0,0.5564,0.6069,0.0006,0.0065,0.4078,0.1005,0.0012,0.0905,655,100,0,947,1033,1,11,694,171,2,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,46.8135
120040,Rio Branco,12,Acre,333667,96276,94216,0.5298,0.4111,0.0004,0.0586,0.9755,0.4529,0.1268,0.1983,0.1332,0.0246,0.0396,49913,38736,34,5519,91910,42668,11949,18687,12554,2321,3731,0,0,10.6,0,0,7.5,0,0.6,0,0,35.368702,0,0,25.025025,0,2.002002,344,1147.81448
120042,Rodrigues Alves,12,Acre,14348,3150,3131,0.4315,0.2833,0,0.2852,0.7649,0.0003,0.092,0.2775,0.3015,0.0109,0.0827,1351,887,0,893,2395,1,288,869,944,34,259,19.7,0,0,0,0,0,0,0,2.826556,0,0,0,0,0,0,0,3014,432.44872
120043,Santa Rosa do Purus,12,Acre,4676,830,816,0.4779,0.1814,0,0.3211,0.7402,0.0012,0.0466,0.2598,0.288,0.0184,0.1262,390,148,0,262,604,1,38,212,235,15,103,0,0,0,0,0,19.8,0,61.5,0,0,0,0,0,0.925848,0,2.87574,198,9.25848
120045,Senador Guiomard,12,Acre,20077,5670,5606,0.3402,0.5829,0,0.076,0.9379,0.0062,0.2349,0.5071,0.1022,0.0036,0.0838,1907,3268,0,426,5258,35,1317,2843,573,20,470,0,0,204,0,0,0,0,0,0,0,40.95708,0,0,0,0,0,194,38.94938
120050,Sena Madureira,12,Acre,37856,9413,9313,0.3862,0.4385,0,0.1743,0.8933,0.0408,0.0921,0.3131,0.0821,0.0261,0.339,3597,4084,0,1623,8319,380,858,2916,765,243,3157,0,0,25.4,0,0,10.2,0,0,0,0,9.615424,0,0,3.861312,0,0,102,38.61312
120060,Tarauacá,12,Acre,35433,7592,7492,0.4221,0.1819,0.0003,0.3951,0.7671,0.012,0.0973,0.1809,0.1606,0.0204,0.2959,3162,1363,2,2960,5747,90,729,1355,1203,153,2217,0,0,0,0,0,5.4,35.4,0,0,0,0,0,0,1.913382,12.543282,0,299,105.94467
120070,Xapuri,12,Acre,16044,4509,4490,0.5143,0.3532,0,0.1325,0.8365,0.1713,0.122,0.1497,0.1682,0.0706,0.1548,2309,1586,0,595,3756,769,548,672,755,317,695,66.1,0,114.2,0,0,0,0,0,10.605084,0,18.322248,0,0,0,0,0,24,3.85056
120080,Porto Acre,12,Acre,14843,4045,4020,0.2448,0.5998,0.0002,0.1552,0.9112,0.0012,0.1184,0.4137,0.1249,0.0811,0.1719,984,2411,1,624,3663,5,476,1663,502,326,691,0,0,19.3,0,0,0,0,0,0,0,2.864699,0,0,0,0,0,193,28.64699
130002,Alvarães,13,Amazonas,14049,2501,2481,0.4772,0.0121,0.0004,0.5103,0.9782,0.0693,0.2443,0.4506,0.1229,0.0306,0.0605,1184,30,1,1266,2427,172,606,1118,305,76,150,27.8,0,0,0,0,0,0,0,3.905622,0,0,0,0,0,0,0,0,0
130006,Amaturá,13,Amazonas,9368,1696,1652,0.6622,0.0042,0.0769,0.2536,0.7512,0.0182,0.0587,0.3214,0.1967,0.0242,0.132,1094,7,127,419,1241,30,97,531,325,40,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130008,Anamã,13,Amazonas,10186,1898,1883,0.5295,0.0552,0.0048,0.402,0.957,0.0382,0.008,0.4939,0.1795,0.0972,0.1402,997,104,9,757,1802,72,15,930,338,183,264,27.9,0,0,0,0,0,0,0,2.841894,0,0,0,0,0,0,0,0,0
130010,Anori,13,Amazonas,16257,3083,3060,0.65,0.0186,0.0056,0.3258,0.865,0.0124,0.0092,0.6922,0.0559,0.0435,0.052,1989,57,17,997,2647,38,28,2118,171,133,159,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.97542,0,0
130014,Apuí,13,Amazonas,17946,4643,4606,0.1229,0.7445,0,0.13,0.969,0.0011,0.0942,0.7634,0.0586,0.0015,0.0502,566,3429,0,599,4463,5,434,3516,270,7,231,10.7,0,0,0,0,0,0,0,1.920222,0,0,0,0,0,0,0,0,0
130020,Atalaia do Norte,13,Amazonas,15076,2930,2885,0.3591,0.0038,0.0066,0.6236,0.7081,0.0062,0.0035,0.2614,0.2007,0.0471,0.1893,1036,11,19,1799,2043,18,10,754,579,136,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130030,Autazes,13,Amazonas,32007,6983,6941,0.2027,0.3674,0.0004,0.4292,0.9022,0.0406,0.1632,0.4832,0.0859,0.0344,0.0948,1407,2550,3,2979,6262,282,1133,3354,596,239,658,78,0,0,0,0,0,0,6.1,24.96546,0,0,0,0,0,0,1.952427,3,0.96021
130040,Barcelos,13,Amazonas,23113,4983,4443,0.4898,0.0083,0.0002,0.4938,0.5805,0.0344,0.1184,0.3065,0.0221,0.0311,0.068,2176,37,1,2194,2579,153,526,1362,98,138,302,3.9,0,7.7,0,0,0,0,0,0.901407,0,1.779701,0,0,0,0,0,0,0
130050,Barreirinha,13,Amazonas,27225,5187,5143,0.5423,0.0091,0,0.4474,0.9689,0.0049,0.0366,0.2994,0.3945,0.0049,0.2287,2789,47,0,2301,4983,25,188,1540,2029,25,1176,7.1,0,0,0,0,0,0,3.6,1.932975,0,0,0,0,0,0,0.9801,0,0
130060,Benjamin Constant,13,Amazonas,32953,6091,5950,0.521,0.0138,0.0339,0.4313,0.8827,0.0242,0.1218,0.2571,0.1113,0.0469,0.3213,3100,82,202,2566,5252,144,725,1530,662,279,1912,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,1.911274,86,28.33958
130063,Beruri,13,Amazonas,15482,2888,2886,0.5291,0.017,0.0017,0.4501,0.8784,0.0319,0.245,0.271,0.1341,0.1521,0.0444,1527,49,5,1299,2535,92,707,782,387,439,128,0,0,0,0,6.2,0,0,0,0,0,0,0,0.959884,0,0,0,0,0
130068,Boa Vista do Ramos,13,Amazonas,14870,2776,2738,0.5617,0.0263,0.0004,0.4116,0.9624,0.0069,0.313,0.3141,0.1023,0.0226,0.2034,1538,72,1,1127,2635,19,857,860,280,62,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,28.5504
130070,Boca do Acre,13,Amazonas,30388,7219,7125,0.5418,0.1325,0.0001,0.3022,0.8602,0.0375,0.0087,0.3934,0.1043,0.0386,0.2778,3860,944,1,2153,6129,267,62,2803,743,275,1979,6.4,0,16,0,0,6.4,0,0,1.944832,0,4.86208,0,0,1.944832,0,0,1476,448.52688
130080,Borba,13,Amazonas,34906,6673,6651,0.512,0.0346,0.0002,0.4527,0.8647,0.0122,0.074,0.5304,0.1687,0.0141,0.0653,3405,230,1,3011,5751,81,492,3528,1122,94,434,22.3,0,11.1,0,0,0,0,0,7.784038,0,3.874566,0,0,0,0,0,0,0
130083,Caapiranga,13,Amazonas,10924,2233,2223,0.1961,0.1008,0,0.7031,0.9361,0.0139,0.3162,0.2222,0.0207,0.1862,0.1768,436,224,0,1563,2081,31,703,494,46,414,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130090,Canutama,13,Amazonas,12733,2958,2955,0.4734,0.2636,0.001,0.2596,0.8775,0.0981,0.0061,0.4342,0.1022,0.0328,0.2041,1399,779,3,767,2593,290,18,1283,302,97,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130100,Carauari,13,Amazonas,25700,5274,5240,0.6361,0.0101,0.0067,0.3462,0.8496,0.1651,0.092,0.3676,0.1174,0.0246,0.083,3333,53,35,1814,4452,865,482,1926,615,129,435,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,1.0023,0,0
130110,Careiro,13,Amazonas,32681,7426,7381,0.3592,0.2058,0.0014,0.4261,0.9649,0.0309,0.1169,0.6265,0.0677,0.0713,0.0516,2651,1519,10,3145,7122,228,863,4624,500,526,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130115,Careiro da Várzea,13,Amazonas,23924,5760,5758,0.1125,0.037,0.0005,0.8489,0.9835,0.0024,0.0538,0.5832,0.1905,0.1349,0.0186,648,213,3,4888,5663,14,310,3358,1097,777,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130120,Coari,13,Amazonas,75521,15288,15151,0.2676,0.0554,0.002,0.6747,0.9011,0.3581,0.0527,0.1942,0.0894,0.1962,0.0106,4054,839,30,10223,13652,5425,798,2943,1354,2972,160,0,0,2.6,0,0,1.3,16.8,0,0,0,1.963546,0,0,0.981773,12.687528,0,13,9.81773
130130,Codajás,13,Amazonas,23187,4497,4486,0.5947,0.0424,0,0.3629,0.7492,0.2477,0.0132,0.1748,0.1683,0.0771,0.0682,2668,190,0,1628,3361,1111,59,784,755,346,306,0,0,0,0,0,8.3,0,0,0,0,0,0,0,1.924521,0,0,0,0
130140,Eirunepé,13,Amazonas,30615,6271,6254,0.448,0.0748,0,0.4736,0.7664,0.0168,0.1159,0.3559,0.1754,0.039,0.0633,2802,468,0,2962,4793,105,725,2226,1097,244,396,0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,2.969655,733,224.40795
130150,Envira,13,Amazonas,16320,3214,3204,0.2385,0.2097,0.0003,0.5499,0.8714,0.0122,0.0643,0.4232,0.2091,0.0453,0.1174,764,672,1,1762,2792,39,206,1356,670,145,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,19.2576
130160,Fonte Boa,13,Amazonas,22769,3909,3900,0.6721,0.0044,0.0051,0.3185,0.7485,0.0115,0.011,0.4446,0.1697,0.0233,0.0882,2621,17,20,1242,2919,45,43,1734,662,91,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130165,Guajará,13,Amazonas,13882,2661,2639,0.3388,0.2823,0.0011,0.3778,0.9579,0.0053,0.0769,0.2376,0.1099,0.0053,0.5229,894,745,3,997,2528,14,203,627,290,14,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,38.59196
130170,Humaitá,13,Amazonas,44045,9921,9825,0.7029,0.0703,0.0004,0.2161,0.9474,0.0483,0.1117,0.5117,0.1467,0.0234,0.1056,6906,691,4,2123,9308,475,1097,5027,1441,230,1038,0,0,2.2,0,0,0,0,2.2,0,0,0.96899,0,0,0,0,0.96899,0,0
130180,Ipixuna,13,Amazonas,22239,3727,3721,0.3918,0.0234,0.0038,0.581,0.7853,0.0113,0.0038,0.1661,0.2733,0.0172,0.3136,1458,87,14,2162,2922,42,14,618,1017,64,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,18.90315
